ID_ученика,Класс,Район,Средний_балл,Часы_самоподготовки_в_неделю,Посещаемость_%,Уверенность_в_себе,Уровень_стресса_перед_экзаменом,Пропущенные_дни,Тип_школы,Рез_экзамена,Индекс_качества_школы,Стабильность_преподавателей,Доступ_к_ресурсам,Образовательная_среда
1365,11,Сино,4.045,11,78.617,5.0,5.0,8,Обычная школа,1,0.398,0.2794,0.2478,0.4097
1366,11,Исмоили Сомони,4.369,13,82.124,5.0,5.0,10,Лицей/гимназия,1,0.4923,0.4223,0.5179,0.368
1367,11,Исмоили Сомони,4.459,12,79.604,5.0,5.0,10,Лицей/гимназия,1,0.5021,0.3997,0.4585,0.3038
1368,11,Исмоили Сомони,3.643,13,81.63,4.0,6.0,10,Обычная школа,1,0.2749,0.2837,0.3311,0.4155
1369,11,Исмоили Сомони,3.884,11,81.832,5.0,5.0,9,Обычная школа,0,0.3291,0.1738,0.2513,0.324
1370,11,Исмоили Сомони,4.143,12,79.343,5.0,5.0,7,Обычная школа,0,0.4737,0.2342,0.6744,0.424
1371,11,Сино,3.623,16,91.397,3.0,6.0,6,Обычная школа,1,0.3098,0.1035,0.1568,0.4069
1372,11,Сино,3.577,14,83.226,2.0,5.0,12,Обычная школа,0,0.4343,0.2544,0.3862,0.2085
1373,11,Исмоили Сомони,3.909,21,85.379,6.0,6.0,6,Обычная школа,0,0.4336,0.0388,0.2879,0.5558
1374,11,Фирдавси,4.207,15,83.469,4.0,5.0,7,Обычная школа,1,0.4741,0.2154,0.5513,0.3483
1375,11,Исмоили Сомони,4.614,14,80.977,5.0,5.0,8,Обычная школа,1,0.4146,0.1558,0.5624,0.4789
1376,11,Исмоили Сомони,4.05,15,77.822,6.0,6.0,11,Обычная школа,1,0.4346,0.2049,0.2064,0.4929
1377,11,Сино,4.149,6,69.96,5.0,6.0,13,Обычная школа,0,0.5496,0.3855,0.4699,0.4159
1378,11,Сино,4.106,17,81.061,5.0,5.0,9,Обычная школа,1,0.3934,0.1443,0.4538,0.5592
1379,11,Шохмансур,4.408,12,73.991,5.0,6.0,11,Лицей/гимназия,1,0.5203,0.6365,0.5141,0.3258
1380,11,Сино,4.31,9,74.547,5.0,4.0,13,Лицей/гимназия,1,0.5096,0.1722,0.417,0.3847
1381,11,Исмоили Сомони,4.16,11,80.336,4.0,5.0,14,Обычная школа,1,0.3512,0.3178,0.3649,0.4364
1382,11,Шохмансур,4.239,10,73.198,6.0,6.0,9,Обычная школа,1,0.3545,0.1109,0.4301,0.4969
1383,11,Сино,4.492,13,81.778,6.0,4.0,9,Лицей/гимназия,1,0.603,0.4424,0.5468,0.4393
1384,11,Исмоили Сомони,4.266,5,72.375,4.0,7.0,9,Лицей/гимназия,0,0.3213,0.1,0.3,0.3024
1385,11,Фирдавси,4.137,14,86.253,4.0,5.0,8,Обычная школа,1,0.4055,0.231,0.4871,0.5646
1386,11,Фирдавси,4.189,8,72.166,7.0,4.0,12,Лицей/гимназия,1,0.5851,0.3723,0.6459,0.3578
1387,11,Шохмансур,3.833,10,76.753,3.0,7.0,9,Обычная школа,0,0.1668,0.0943,0.0356,0.263
1388,11,Сино,3.604,4,73.232,3.0,6.0,10,Обычная школа,0,0.3098,0.2885,0.0744,0.3451
1389,11,Сино,4.38,13,82.506,5.0,5.0,7,Обычная школа,1,0.5944,0.4051,0.6588,0.4356
1390,11,Исмоили Сомони,4.4,12,79.248,6.0,5.0,9,Лицей/гимназия,1,0.5689,0.4333,0.5577,0.4598
1391,11,Исмоили Сомони,4.287,13,82.031,5.0,4.0,8,Лицей/гимназия,1,0.5785,0.3102,0.3613,0.4028
1392,11,Фирдавси,3.942,12,85.063,3.0,7.0,11,Обычная школа,1,0.2314,0.1517,0.1951,0.2383
1393,11,Шохмансур,3.413,9,75.133,2.0,7.0,12,Обычная школа,0,0.1587,0.0737,0.1147,0.2507
1394,11,Шохмансур,3.981,11,78.042,5.0,6.0,12,Обычная школа,1,0.45,0.2572,0.3628,0.4766
1395,11,Шохмансур,4.006,8,75.948,6.0,4.0,11,Обычная школа,1,0.4777,0.1729,0.2679,0.4575
1396,11,Сино,3.733,18,76.862,5.0,6.0,11,Обычная школа,0,0.4758,0.269,0.4844,0.3421
1397,11,Фирдавси,3.821,13,82.694,4.0,5.0,11,Обычная школа,0,0.3886,0.2749,0.3383,0.424
1398,11,Сино,3.834,9,74.469,6.0,6.0,9,Обычная школа,0,0.4155,0.0424,0.1827,0.6025
1399,11,Исмоили Сомони,4.21,16,82.923,6.0,5.0,5,Обычная школа,1,0.4759,0.1454,0.3332,0.5514
1400,11,Исмоили Сомони,4.336,10,81.686,5.0,5.0,12,Лицей/гимназия,1,0.405,0.1927,0.3612,0.4679
1401,11,Фирдавси,4.283,19,87.505,4.0,5.0,7,Лицей/гимназия,1,0.2563,0.1021,0.3518,0.4158
1402,11,Исмоили Сомони,4.117,14,75.111,4.0,6.0,10,Обычная школа,1,0.4123,0.3439,0.3369,0.3267
1403,11,Фирдавси,4.29,14,85.379,6.0,5.0,7,Лицей/гимназия,1,0.4012,0.2972,0.3889,0.3533
1404,11,Сино,4.558,17,84.537,6.0,5.0,7,Лицей/гимназия,1,0.5317,0.3616,0.525,0.3792
1405,11,Исмоили Сомони,3.86,13,78.825,4.0,3.0,9,Обычная школа,1,0.3219,0.1189,0.3103,0.4969
1406,11,Исмоили Сомони,4.03,16,80.05,4.0,6.0,5,Обычная школа,1,0.3328,0.0862,0.3474,0.6418
1407,11,Исмоили Сомони,3.598,14,83.884,3.0,6.0,7,Обычная школа,1,0.2721,0.192,0.2809,0.3298
1408,11,Сино,4.625,17,85.366,6.0,4.0,8,Лицей/гимназия,1,0.564,0.4169,0.4849,0.631
1409,11,Шохмансур,4.216,17,87.207,6.0,5.0,8,Лицей/гимназия,1,0.5704,0.399,0.3927,0.4918
1410,11,Исмоили Сомони,4.29,12,80.028,6.0,4.0,10,Лицей/гимназия,1,0.467,0.2191,0.3355,0.568
1411,11,Фирдавси,3.821,12,80.567,3.0,7.0,10,Обычная школа,0,0.3195,0.1277,0.1973,0.2375
1412,11,Исмоили Сомони,4.211,17,82.088,5.0,3.0,11,Лицей/гимназия,1,0.4869,0.3662,0.3678,0.3867
1413,11,Фирдавси,4.152,12,75.376,3.0,4.0,13,Лицей/гимназия,1,0.3908,0.3798,0.3909,0.5454
1414,11,Фирдавси,3.755,11,75.667,4.0,6.0,12,Обычная школа,0,0.2559,0.0977,0.0301,0.238
1415,11,Фирдавси,4.134,11,78.806,6.0,5.0,7,Обычная школа,1,0.5869,0.3465,0.4679,0.3525
1416,11,Исмоили Сомони,4.641,15,82.194,6.0,4.0,9,Лицей/гимназия,1,0.6382,0.3393,0.713,0.5986
1417,11,Сино,4.105,10,74.281,5.0,5.0,8,Лицей/гимназия,1,0.4319,0.2065,0.2999,0.3024
1418,11,Сино,3.832,12,74.445,3.0,5.0,9,Обычная школа,1,0.2084,0.2264,0.1993,0.2952
1419,11,Сино,3.062,13,73.093,3.0,7.0,10,Обычная школа,0,0.2535,0.2489,0.1166,0.383
1420,11,Шохмансур,4.03,23,85.571,4.0,5.0,9,Обычная школа,1,0.5744,0.3845,0.3427,0.5218
1421,11,Исмоили Сомони,4.402,12,78.25,6.0,4.0,11,Лицей/гимназия,1,0.3229,0.2992,0.45,0.4542
1422,11,Исмоили Сомони,4.344,6,72.443,5.0,4.0,11,Лицей/гимназия,1,0.4088,0.1011,0.5008,0.5695
1423,11,Шохмансур,4.046,14,83.632,4.0,4.0,9,Обычная школа,1,0.4603,0.17,0.5507,0.4177
1424,11,Шохмансур,4.592,16,84.416,7.0,5.0,7,Лицей/гимназия,1,0.5999,0.3296,0.4717,0.5805
1425,11,Шохмансур,4.189,16,84.205,5.0,5.0,9,Лицей/гимназия,1,0.5258,0.1309,0.1701,0.2814
1426,11,Шохмансур,4.522,18,88.189,4.0,5.0,5,Обычная школа,0,0.5305,0.3123,0.5626,0.2981
1427,11,Исмоили Сомони,4.231,8,71.522,5.0,5.0,13,Лицей/гимназия,1,0.4547,0.2543,0.3303,0.4503
1428,11,Сино,4.518,16,84.069,6.0,6.0,9,Лицей/гимназия,1,0.5005,0.2064,0.5994,0.4985
1429,11,Исмоили Сомони,4.339,17,80.93,5.0,3.0,6,Лицей/гимназия,0,0.48,0.3264,0.6363,0.5058
1430,11,Исмоили Сомони,3.836,8,73.869,5.0,5.0,12,Обычная школа,0,0.3988,0.3343,0.3281,0.3962
1431,11,Сино,3.792,9,75.58,3.0,5.0,14,Обычная школа,1,0.2925,0.2772,0.268,0.3661
1432,11,Исмоили Сомони,4.144,18,81.077,5.0,4.0,8,Лицей/гимназия,1,0.4487,0.3407,0.5803,0.355
1433,11,Исмоили Сомони,4.607,12,79.76,7.0,3.0,8,Лицей/гимназия,1,0.5225,0.3473,0.5525,0.5343
1434,11,Исмоили Сомони,4.091,13,79.62,5.0,5.0,12,Обычная школа,1,0.5669,0.5136,0.4967,0.4199
1435,11,Сино,4.133,17,87.512,6.0,5.0,8,Лицей/гимназия,1,0.473,0.2511,0.4223,0.4179
1436,11,Исмоили Сомони,3.419,4,71.818,2.0,7.0,12,Обычная школа,0,0.0651,0.1515,0.2979,0.2799
1437,11,Шохмансур,4.502,4,67.485,5.0,5.0,15,Лицей/гимназия,0,0.5325,0.2475,0.6757,0.4563
1438,11,Сино,3.894,13,80.773,4.0,7.0,10,Обычная школа,0,0.4332,0.3081,0.2934,0.2674
1439,11,Фирдавси,4.051,12,77.732,6.0,5.0,8,Обычная школа,1,0.3262,0.1409,0.2984,0.6312
1440,11,Шохмансур,4.043,11,78.222,4.0,5.0,12,Обычная школа,0,0.4493,0.3809,0.3207,0.4372
1441,11,Исмоили Сомони,4.36,19,90.466,5.0,5.0,4,Лицей/гимназия,1,0.4842,0.3397,0.3989,0.4352
1442,11,Шохмансур,3.584,7,71.852,3.0,8.0,13,Обычная школа,1,0.2398,0.2034,0.2251,0.1624
1443,11,Шохмансур,4.099,13,80.452,5.0,5.0,12,Обычная школа,1,0.386,0.2687,0.4514,0.3649
1444,11,Шохмансур,3.615,11,74.373,3.0,5.0,10,Обычная школа,0,0.302,0.0478,0.3045,0.1855
1445,11,Исмоили Сомони,3.709,6,68.421,2.0,7.0,13,Обычная школа,0,0.0805,0.0,0.1319,0.386
1446,11,Сино,4.116,10,76.681,3.0,5.0,14,Обычная школа,0,0.5032,0.1485,0.259,0.2494
1447,11,Шохмансур,4.212,8,73.725,6.0,5.0,14,Обычная школа,1,0.5333,0.3471,0.4593,0.4758
1448,11,Шохмансур,4.086,10,82.405,4.0,6.0,9,Обычная школа,1,0.3551,0.2239,0.3413,0.4078
1449,11,Фирдавси,4.32,11,81.791,6.0,4.0,11,Лицей/гимназия,1,0.592,0.3756,0.452,0.6756
1450,11,Шохмансур,3.519,7,72.902,3.0,7.0,15,Обычная школа,0,0.3155,0.2577,0.2407,0.2505
1451,11,Исмоили Сомони,4.338,10,79.593,6.0,3.0,6,Лицей/гимназия,1,0.7226,0.3877,0.6214,0.3628
1452,11,Сино,4.575,12,78.457,6.0,4.0,10,Лицей/гимназия,1,0.5784,0.3499,0.4306,0.4762
1453,11,Исмоили Сомони,3.457,11,75.709,3.0,6.0,14,Обычная школа,1,0.176,0.0285,0.0222,0.3208
1454,11,Сино,4.295,10,80.88,6.0,3.0,10,Лицей/гимназия,1,0.4659,0.269,0.4182,0.3894
1455,11,Исмоили Сомони,4.353,11,78.397,5.0,5.0,8,Лицей/гимназия,1,0.4836,0.2479,0.3776,0.4696
1456,11,Фирдавси,4.041,10,70.451,4.0,5.0,9,Обычная школа,0,0.5039,0.6067,0.6252,0.3834
1457,11,Шохмансур,3.915,12,77.381,5.0,6.0,10,Обычная школа,1,0.4663,0.1528,0.529,0.4201
1458,11,Сино,4.78,19,88.018,7.0,4.0,8,Лицей/гимназия,1,0.6656,0.5258,0.479,0.6393
1459,11,Фирдавси,4.537,10,73.339,5.0,5.0,13,Обычная школа,1,0.5338,0.3715,0.5453,0.3968
1460,11,Исмоили Сомони,4.592,14,84.97,7.0,3.0,7,Лицей/гимназия,1,0.5363,0.3419,0.3351,0.8575
1461,11,Фирдавси,4.037,3,73.527,4.0,5.0,15,Обычная школа,0,0.3295,0.2418,0.3537,0.2263
1462,11,Шохмансур,4.59,14,80.614,7.0,4.0,9,Лицей/гимназия,1,0.5283,0.2274,0.3801,0.548
1463,11,Сино,4.354,22,90.631,6.0,4.0,9,Лицей/гимназия,0,0.6312,0.5084,0.5721,0.5891
1464,11,Исмоили Сомони,4.279,15,80.897,7.0,4.0,6,Лицей/гимназия,1,0.6249,0.4619,0.3493,0.5843
1465,11,Фирдавси,4.199,14,78.547,4.0,6.0,10,Обычная школа,1,0.3401,0.2472,0.3955,0.2433
1466,11,Фирдавси,4.21,13,79.057,4.0,4.0,7,Обычная школа,1,0.2491,0.0,0.377,0.4172
1467,11,Фирдавси,4.164,11,82.081,4.0,6.0,7,Обычная школа,1,0.4377,0.0612,0.2903,0.443
1468,11,Фирдавси,4.112,9,74.172,5.0,4.0,14,Лицей/гимназия,0,0.4107,0.224,0.2685,0.4443
1469,11,Сино,3.785,10,74.037,5.0,6.0,13,Обычная школа,0,0.3694,0.2203,0.0195,0.4171
1470,11,Шохмансур,4.072,12,76.013,4.0,5.0,14,Обычная школа,1,0.3511,0.2174,0.4047,0.2131
1471,11,Фирдавси,4.194,7,76.773,4.0,7.0,10,Обычная школа,1,0.2728,0.1025,0.4763,0.2975
1472,11,Шохмансур,4.212,10,74.913,4.0,3.0,9,Лицей/гимназия,1,0.4043,0.2092,0.3852,0.3983
1473,11,Исмоили Сомони,4.568,13,81.112,6.0,5.0,12,Лицей/гимназия,1,0.5839,0.4333,0.4334,0.3296
1474,11,Исмоили Сомони,4.28,13,84.063,6.0,5.0,6,Лицей/гимназия,1,0.5401,0.546,0.6987,0.3015
1475,11,Исмоили Сомони,4.115,9,76.719,5.0,7.0,12,Обычная школа,1,0.4593,0.18,0.2312,0.2799
1476,11,Исмоили Сомони,3.694,11,75.782,3.0,6.0,16,Обычная школа,0,0.3932,0.0553,0.469,0.3293
1477,11,Шохмансур,4.05,18,85.74,5.0,5.0,8,Обычная школа,0,0.3424,0.039,0.3809,0.2865
1478,11,Фирдавси,3.983,12,80.128,5.0,4.0,5,Обычная школа,1,0.4473,0.393,0.3376,0.6482
1479,11,Сино,4.13,12,78.649,5.0,6.0,11,Обычная школа,1,0.3094,0.3116,0.2596,0.3539
1480,11,Исмоили Сомони,3.987,6,68.01,5.0,5.0,14,Обычная школа,1,0.5773,0.2706,0.5883,0.2291
1481,11,Шохмансур,3.569,12,78.186,3.0,6.0,7,Обычная школа,0,0.3822,0.2324,0.0,0.2569
1482,11,Шохмансур,4.847,13,82.434,8.0,3.0,10,Лицей/гимназия,1,0.6825,0.3738,0.719,0.6912
1483,11,Шохмансур,3.917,9,74.874,5.0,5.0,15,Обычная школа,1,0.4115,0.2919,0.3984,0.2707
1484,11,Исмоили Сомони,4.077,10,76.101,5.0,4.0,12,Лицей/гимназия,0,0.4498,0.3688,0.4048,0.3318
1485,11,Шохмансур,4.272,23,87.409,6.0,5.0,6,Лицей/гимназия,1,0.6359,0.3165,0.2576,0.5478
1486,11,Фирдавси,3.569,10,73.156,1.0,8.0,12,Обычная школа,0,0.2554,0.1102,0.0,0.1479
1487,11,Шохмансур,4.152,16,82.215,6.0,5.0,5,Обычная школа,1,0.5204,0.1918,0.4899,0.583
1488,11,Шохмансур,3.516,18,82.434,2.0,7.0,8,Обычная школа,1,0.3028,0.3383,0.4935,0.4476
1489,11,Шохмансур,4.182,14,84.157,7.0,5.0,7,Лицей/гимназия,1,0.4589,0.1673,0.4344,0.4748
1490,11,Шохмансур,3.795,13,78.75,3.0,6.0,11,Обычная школа,0,0.3242,0.127,0.2119,0.3038
1491,11,Сино,3.866,8,78.88,5.0,6.0,13,Обычная школа,1,0.3763,0.2861,0.39,0.3691
1492,11,Сино,3.693,11,77.454,3.0,5.0,10,Обычная школа,1,0.2204,0.1596,0.2819,0.3931
1493,11,Сино,4.254,12,79.208,4.0,6.0,9,Обычная школа,1,0.4775,0.3368,0.4184,0.4465
1494,11,Фирдавси,4.382,16,82.359,5.0,3.0,8,Лицей/гимназия,0,0.5387,0.17,0.5295,0.3316
1495,11,Шохмансур,3.435,4,70.974,2.0,7.0,12,Обычная школа,0,0.0177,0.0,0.0895,0.2372
1496,11,Исмоили Сомони,4.204,19,82.845,7.0,5.0,8,Лицей/гимназия,1,0.5731,0.4205,0.4207,0.4074
1497,11,Фирдавси,4.213,14,84.121,5.0,4.0,9,Обычная школа,1,0.5985,0.297,0.4347,0.387
1498,11,Фирдавси,4.417,19,86.556,5.0,5.0,8,Лицей/гимназия,1,0.5048,0.257,0.5132,0.487
1499,11,Сино,4.314,10,79.686,6.0,4.0,14,Лицей/гимназия,0,0.5954,0.2528,0.7644,0.4808
1500,11,Сино,4.096,13,82.562,5.0,6.0,9,Обычная школа,1,0.4485,0.3744,0.4883,0.4225
1501,11,Сино,4.054,16,81.855,5.0,6.0,10,Обычная школа,1,0.3578,0.2262,0.5187,0.5126
1502,11,Сино,3.922,13,80.847,5.0,7.0,9,Обычная школа,1,0.3302,0.3159,0.1933,0.2585
1503,11,Шохмансур,3.128,14,80.286,3.0,7.0,9,Обычная школа,0,0.2584,0.2012,0.1551,0.4364
1504,11,Исмоили Сомони,4.312,10,77.983,7.0,6.0,13,Лицей/гимназия,1,0.5678,0.3187,0.415,0.4621
1505,11,Фирдавси,3.543,9,76.706,3.0,7.0,8,Обычная школа,0,0.2309,0.0944,0.3957,0.2939
1506,11,Шохмансур,4.072,11,75.948,4.0,5.0,9,Обычная школа,1,0.3931,0.1453,0.5103,0.3406
1507,11,Исмоили Сомони,4.221,24,91.741,4.0,5.0,3,Обычная школа,1,0.579,0.4571,0.3984,0.5089
1508,11,Исмоили Сомони,4.195,18,90.799,5.0,4.0,5,Лицей/гимназия,1,0.4586,0.2076,0.5819,0.6244
1509,11,Фирдавси,4.791,16,85.463,6.0,3.0,11,Лицей/гимназия,1,0.5915,0.3456,0.5319,0.6888
1510,11,Исмоили Сомони,4.142,16,83.714,3.0,5.0,6,Обычная школа,1,0.4506,0.3051,0.1863,0.5348
1511,11,Фирдавси,3.479,8,74.353,3.0,6.0,13,Обычная школа,0,0.154,0.0,0.0525,0.3398
1512,11,Фирдавси,4.694,6,75.714,6.0,5.0,10,Лицей/гимназия,1,0.4535,0.3238,0.3761,0.439
1513,11,Исмоили Сомони,4.271,18,83.951,6.0,4.0,9,Лицей/гимназия,0,0.4089,0.2508,0.5323,0.5403
1514,11,Фирдавси,3.654,13,73.7,4.0,7.0,11,Обычная школа,1,0.3425,0.1849,0.2953,0.2975
1515,11,Исмоили Сомони,3.957,8,74.873,4.0,5.0,13,Обычная школа,0,0.2915,0.2114,0.3213,0.3757
1516,11,Фирдавси,4.029,9,73.322,4.0,5.0,13,Обычная школа,1,0.4343,0.1575,0.3476,0.166
1517,11,Шохмансур,3.475,7,70.286,3.0,6.0,16,Обычная школа,0,0.2138,0.0,0.3206,0.3784
1518,11,Сино,4.921,11,75.293,8.0,4.0,12,Лицей/гимназия,1,0.6464,0.26,0.8643,0.5193
1519,11,Шохмансур,3.633,5,73.043,5.0,5.0,10,Обычная школа,0,0.2165,0.2087,0.2482,0.3488
1520,11,Сино,4.619,16,81.109,5.0,4.0,10,Лицей/гимназия,1,0.5294,0.3984,0.2415,0.4425
1521,11,Фирдавси,4.175,12,82.038,6.0,4.0,8,Лицей/гимназия,0,0.5224,0.2832,0.5331,0.5151
1522,11,Шохмансур,3.714,11,81.897,2.0,8.0,15,Обычная школа,0,0.3128,0.0075,0.3437,0.4224
1523,11,Шохмансур,3.697,6,71.031,4.0,5.0,15,Обычная школа,0,0.2903,0.092,0.2606,0.3116
1524,11,Сино,4.069,18,87.563,5.0,4.0,13,Лицей/гимназия,0,0.4039,0.2289,0.5756,0.4967
1525,11,Исмоили Сомони,3.958,11,81.971,5.0,6.0,11,Обычная школа,0,0.4612,0.3899,0.3031,0.4495
